,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.905865558,,,,,,,,,,1.905865558,,,,,,,,,,1.905865558,,,,,,,,,
LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.433024162,,,,,,,,,,0.433024162,,,,,,,,,,0.433024162,,,,,,,,,
LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301642932,,,,,,,,,,0.301642932,,,,,,,,,,0.301642932,,,,,,,,,
LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.529163592,,,,,,,,,,0.529163592,,,,,,,,,,0.529163592,,,,,,,,,
LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.219360815,,,,,,,,,,1.219360815,,,,,,,,,,1.219360815,,,,,,,,,
LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.49866585,,,,,,,,,,37.49866585,,,,,,,,,,37.49866585,,,,,,,,,
MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.748541989,,,,,,,,,,0.748541989,,,,,,,,,,0.748541989,,,,,,,,,
MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.327918026,,,,,,,,,,1.327918026,,,,,,,,,,1.327918026,,,,,,,,,
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.50767853,,,,,,,,,,45.50767853,,,,,,,,,,45.50767853,,,,,,,,,
MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.734736378,,,,,,,,,,2.734736378,,,,,,,,,,2.734736378,,,,,,,,,
MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.81798241,,,,,,,,,,43.81798241,,,,,,,,,,43.81798241,,,,,,,,,
MTQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.084070035,,,,,,,,,,1.084070035,,,,,,,,,,1.084070035,,,,,,,,,
MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.311377474,,,,,,,,,,1.311377474,,,,,,,,,,1.311377474,,,,,,,,,
MYT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16731636,,,,,,,,,,2.16731636,,,,,,,,,,2.16731636,,,,,,,,,
FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.165460626,,,,,,,,,,7.165460626,,,,,,,,,,7.165460626,,,,,,,,,
MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.020387316,,,,,,,,,,1.020387316,,,,,,,,,,1.020387316,,,,,,,,,
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.25812405,,,,,,,,,,25.25812405,,,,,,,,,,25.25812405,,,,,,,,,
MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205398451,,,,,,,,,,0.205398451,,,,,,,,,,0.205398451,,,,,,,,,
MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.340483109,,,,,,,,,,1.340483109,,,,,,,,,,1.340483109,,,,,,,,,
MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.608969789,,,,,,,,,,3.608969789,,,,,,,,,,3.608969789,,,,,,,,,
NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195345682,,,,,,,,,,0.195345682,,,,,,,,,,0.195345682,,,,,,,,,
NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.626450891,,,,,,,,,,7.626450891,,,,,,,,,,7.626450891,,,,,,,,,
NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55545375,,,,,,,,,,55.55545375,,,,,,,,,,55.55545375,,,,,,,,,
NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.912721692,,,,,,,,,,2.912721692,,,,,,,,,,2.912721692,,,,,,,,,
NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.947485319,,,,,,,,,,0.947485319,,,,,,,,,,0.947485319,,,,,,,,,
NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.007701258,,,,,,,,,,3.007701258,,,,,,,,,,3.007701258,,,,,,,,,
NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448578879,,,,,,,,,,0.448578879,,,,,,,,,,0.448578879,,,,,,,,,
NIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.097501401,,,,,,,,,,3.097501401,,,,,,,,,,3.097501401,,,,,,,,,
NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.974102997,,,,,,,,,,1.974102997,,,,,,,,,,1.974102997,,,,,,,,,
OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.813482991,,,,,,,,,,0.813482991,,,,,,,,,,0.813482991,,,,,,,,,
PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.534015255,,,,,,,,,,1.534015255,,,,,,,,,,1.534015255,,,,,,,,,
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.973126212,,,,,,,,,,1.973126212,,,,,,,,,,1.973126212,,,,,,,,,
PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094975347,,,,,,,,,,0.094975347,,,,,,,,,,0.094975347,,,,,,,,,
PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.681324326,,,,,,,,,,1.681324326,,,,,,,,,,1.681324326,,,,,,,,,
PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467637202,,,,,,,,,,0.467637202,,,,,,,,,,0.467637202,,,,,,,,,
PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321878305,,,,,,,,,,0.321878305,,,,,,,,,,0.321878305,,,,,,,,,
PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.631697455,,,,,,,,,,2.631697455,,,,,,,,,,2.631697455,,,,,,,,,
PCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.169771807,,,,,,,,,,1.169771807,,,,,,,,,,1.169771807,,,,,,,,,
PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.437475134,,,,,,,,,,1.437475134,,,,,,,,,,1.437475134,,,,,,,,,
PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.694355895,,,,,,,,,,5.694355895,,,,,,,,,,5.694355895,,,,,,,,,
QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.123914527,,,,,,,,,,12.123914527,,,,,,,,,,12.123914527,,,,,,,,,
REU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.383552177,,,,,,,,,,2.383552177,,,,,,,,,,2.383552177,,,,,,,,,
RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.780140447,,,,,,,,,,0.780140447,,,,,,,,,,0.780140447,,,,,,,,,
RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7516176,,,,,,,,,,3.7516176,,,,,,,,,,3.7516176,,,,,,,,,
LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.561104212,,,,,,,,,,1.561104212,,,,,,,,,,1.561104212,,,,,,,,,
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.403213626,,,,,,,,,,3.403213626,,,,,,,,,,3.403213626,,,,,,,,,
WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37125961,,,,,,,,,,0.37125961,,,,,,,,,,0.37125961,,,,,,,,,
SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.898821551,,,,,,,,,,0.898821551,,,,,,,,,,0.898821551,,,,,,,,,
SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.418070627,,,,,,,,,,0.418070627,,,,,,,,,,0.418070627,,,,,,,,,
SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.536303993,,,,,,,,,,3.536303993,,,,,,,,,,3.536303993,,,,,,,,,
SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.422987548,,,,,,,,,,16.422987548,,,,,,,,,,16.422987548,,,,,,,,,
SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.851627671,,,,,,,,,,2.851627671,,,,,,,,,,2.851627671,,,,,,,,,
SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1616391,,,,,,,,,,8.1616391,,,,,,,,,,8.1616391,,,,,,,,,
SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096306892,,,,,,,,,,0.096306892,,,,,,,,,,0.096306892,,,,,,,,,
SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.617805597,,,,,,,,,,1.617805597,,,,,,,,,,1.617805597,,,,,,,,,
SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27021218,,,,,,,,,,0.27021218,,,,,,,,,,0.27021218,,,,,,,,,
ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067860899,,,,,,,,,,0.067860899,,,,,,,,,,0.067860899,,,,,,,,,
SGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.821902232,,,,,,,,,,0.821902232,,,,,,,,,,0.821902232,,,,,,,,,
LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.134193,,,,,,,,,,2.134193,,,,,,,,,,2.134193,,,,,,,,,
SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07027762,,,,,,,,,,0.07027762,,,,,,,,,,0.07027762,,,,,,,,,
SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.697954737,,,,,,,,,,2.697954737,,,,,,,,,,2.697954737,,,,,,,,,
SJM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.981584563,,,,,,,,,,0.981584563,,,,,,,,,,0.981584563,,,,,,,,,
CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,
SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025965702,,,,,,,,,,0.025965702,,,,,,,,,,0.025965702,,,,,,,,,
TWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088716314,,,,,,,,,,0.088716314,,,,,,,,,,0.088716314,,,,,,,,,
THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90528606,,,,,,,,,,2.90528606,,,,,,,,,,2.90528606,,,,,,,,,
TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.676322159,,,,,,,,,,0.676322159,,,,,,,,,,0.676322159,,,,,,,,,
TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.426619824,,,,,,,,,,0.426619824,,,,,,,,,,0.426619824,,,,,,,,,
TKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.347107203,,,,,,,,,,7.347107203,,,,,,,,,,7.347107203,,,,,,,,,
TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6525162,,,,,,,,,,2.6525162,,,,,,,,,,2.6525162,,,,,,,,,
TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.939264589,,,,,,,,,,1.939264589,,,,,,,,,,1.939264589,,,,,,,,,
TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.530868554,,,,,,,,,,0.530868554,,,,,,,,,,0.530868554,,,,,,,,,
TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.879363166,,,,,,,,,,55.879363166,,,,,,,,,,55.879363166,,,,,,,,,
TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.65421347,,,,,,,,,,32.65421347,,,,,,,,,,32.65421347,,,,,,,,,
UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215087844,,,,,,,,,,1.215087844,,,,,,,,,,1.215087844,,,,,,,,,
ARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.813372718,,,,,,,,,,4.813372718,,,,,,,,,,4.813372718,,,,,,,,,
GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.238566763,,,,,,,,,,4.238566763,,,,,,,,,,4.238566763,,,,,,,,,
USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.167679223,,,,,,,,,,1.167679223,,,,,,,,,,1.167679223,,,,,,,,,
UMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.516515562,,,,,,,,,,1.516515562,,,,,,,,,,1.516515562,,,,,,,,,
UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.827032824,,,,,,,,,,0.827032824,,,,,,,,,,0.827032824,,,,,,,,,
VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.458119112,,,,,,,,,,1.458119112,,,,,,,,,,1.458119112,,,,,,,,,
VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.405824249,,,,,,,,,,15.405824249,,,,,,,,,,15.405824249,,,,,,,,,
VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.007425639,,,,,,,,,,28.007425639,,,,,,,,,,28.007425639,,,,,,,,,
VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.63837255,,,,,,,,,,6.63837255,,,,,,,,,,6.63837255,,,,,,,,,
WLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.414368245,,,,,,,,,,0.414368245,,,,,,,,,,0.414368245,,,,,,,,,
ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
